Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Book Name_clean,Language,Genres,Ranks,Best rank
"thinking, fast and slow",daniel kahneman,4.4,9865.0,1093.0,brought to you by penguin.,1201,",#13 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in business decision making & problem solving,#3 in psychology (audible audiobooks & originals),#8 in personal success","thinking, fast and slow",english,"audible audiobooks & originals,business decision making & problem solving,psychology,personal success","[13, 1, 3, 8]",1.0
thirteen reasons why,debra wiseman,4.3,5896.0,879.0,thirteen reasons whybydebra wiseman-genre:rownone,0,#949 not available,thirteen reasons why,english,not available,949.0,949.0
this audiobook will send you to sleep,bruce alexander,4.7,7.0,683.0,this audiobook will send you to sleepbybruce alexander-genre:rownone,0,#949 not available,this audiobook will send you to sleep,english,not available,949.0,949.0
this changes everything: capitalism vs the climate,naomi klein,4.6,1415.0,1192.0,"we seem to have given up on any serious effort to prevent catastrophic climate change. exposing the work of ideologues on the right who know the challenge this poses to the free market all too well, naomi klein also challenges the failing strategies of environmental groups. its time to stop running from the full implications of the crisis and begin to embrace them.",1313,",#3,280 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in environmental public policy,#2 in political advocacy & activism,#3 in climate change",this changes everything capitalism vs the climate,english,"audible audiobooks & originals,environmental public policy,political advocacy & activism,climate change","[280, 2, 2, 3]",2.0
this heart of mine,susan elizabeth phillips,4.5,181.0,12356.0,this heart of minebysusan elizabeth phillips-genre:rownone,0,#949 not available,this heart of mine,english,not available,949.0,949.0
this is going to hurt: secret diaries of a junior doctor,adam kay,4.7,13811.0,323.0,this is going to hurt secret diaries of a junior doctorbyadam kay-genre:rownone,0,#949 not available,this is going to hurt secret diaries of a junior doctor,english,not available,949.0,949.0
this is how you lose the time war,amal el-mohtar,4.4,547.0,645.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,this is how you lose the time war,english,not available,949.0,949.0
"this is how: proven aid in overcoming shyness, molestation, fatness, spinsterhood, grief, disease, lushery, decrepitude & more. for young and old alike.",augusten burroughs,4.2,452.0,820.0,from the 1 new york times bestselling author of running with scissors comes a groundbreaking book that explores how to survive the un-survivable and will challenge your notion of self-help books.,398,",#3,348 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#285 in biographies & memoirs (audible audiobooks & originals),#467 in personal success,#1,305 in humour (books)","this is how proven aid in overcoming shyness, molestation, fatness, spinsterhood, grief, disease, lushery, decrepitude & more. for young and old alike.",english,"audible audiobooks & originals,biographies & memoirs,personal success,humour","[348, 285, 467, 305]",285.0
this is marketing: you cant be seen until you learn to see,seth godin,4.5,925.0,888.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,this is marketing you cant be seen until you learn to see,english,not available,949.0,949.0
this is me letting you go,heidi priebe,4.6,855.0,351.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,this is me letting you go,english,not available,949.0,949.0
"this is not a fashion story: taking chances, breaking rules, and being a boss in the big city",danielle bernstein,4.2,579.0,609.0,"this is not a fashion story taking chances, breaking rules, and being a boss in the big citybydanielle bernstein-genre:rownone",0,#949 not available,"this is not a fashion story taking chances, breaking rules, and being a boss in the big city",english,not available,949.0,949.0
this is water,david foster wallace,4.5,304.0,469.0,this is waterbydavid foster wallace-genre:rownone,0,#949 not available,this is water,english,not available,949.0,949.0
this is your brain on music: understanding a human obsession,daniel levitin,4.5,664.0,888.0,brought to you by penguin.,706,",#4,030 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#6 in music instruction & technique,#654 in music books,#46,519 in textbooks & study guides",this is your brain on music understanding a human obsession,english,"audible audiobooks & originals,music instruction & technique,music books,textbooks & study guides","[30, 6, 654, 519]",6.0
this land is our land: an immigrants manifesto,suketu mehta,4.5,62.0,888.0,this land is our land an immigrants manifestobysuketu mehta-genre:rownone,0,#949 not available,this land is our land an immigrants manifesto,english,not available,949.0,949.0
this love that feels right,ravinder singh,4.1,673.0,754.0,this love that feels rightbyravinder singh-genre:rownone,0,#949 not available,this love that feels right,english,not available,949.0,949.0
"this was a man: the clifton chronicles, book 7",jeffrey archer,4.3,4612.0,323.0,"pulling together all the threads that he weaved so expertly throughout the previous six stories, this is the last portion of jeffrey archers enthralling series about the lives and loves of the clifton family.",767,",#1,617 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#14 in fiction sagas,#19 in family life fiction,#48 in historical fiction (audible audiobooks & originals)","this was a man the clifton chronicles, book 7",english,"audible audiobooks & originals,fiction sagas,family life fiction,historical fiction","[617, 14, 19, 48]",14.0
this will make you smarter: new scientific concepts to improve your thinking,john brockman,4.1,225.0,694.0,this will make you smarter new scientific concepts to improve your thinkingbyjohn brockman-genre:rownone,0,#949 not available,this will make you smarter new scientific concepts to improve your thinking,english,not available,949.0,949.0
thomas moore on meaningful work,thomas moore,5.0,1.0,410.0,thomas moore on meaningful workbythomas moore-genre:rownone,0,#949 not available,thomas moore on meaningful work,english,not available,949.0,949.0
those pricey thakur girls,anuja chauhan,4.1,192.0,1003.0,the new novel from the bestselling author of the zoya factor and battle for bittora.,923,",#1,576 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#16 in romantic comedy,#18 in contemporary fiction (audible audiobooks & originals),#2,142 in crime, thriller & mystery (books)",those pricey thakur girls,english,"audible audiobooks & originals,romantic comedy,contemporary fiction,crime","[576, 16, 18, 142]",16.0
"thou shall prosper: ten commandments for making money, 2nd edition",rabbi daniel lapin,4.7,605.0,836.0,a practical approach to creating wealth-based on the established principles of ancient jewish wisdom-made accessible to people of all backgrounds,1073,",#2,589 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#9 in judaism (audible audiobooks & originals),#36 in judaism (books),#86 in personal finance","thou shall prosper ten commandments for making money, 2nd edition",english,"audible audiobooks & originals,judaism,judaism,personal finance","[589, 9, 36, 86]",9.0
thrawn (star wars),timothy zahn,4.7,2328.0,1256.0,"in this definitive novel, listeners will follow thrawns rise to power - uncovering the events that created one of the most iconic villains in star wars history.",1016,",#3,594 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#18 in space opera science fiction,#23 in adventure science fiction,#994 in science fiction (books)",thrawn (star wars),english,"audible audiobooks & originals,space opera science fiction,adventure science fiction,science fiction","[594, 18, 23, 994]",18.0
threat vector,tom clancy,4.5,3062.0,1005.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,threat vector,english,not available,949.0,949.0
three feet from gold: turn your obstacles into opportunities,dan john miller,4.7,197.0,586.0,three feet from gold turn your obstacles into opportunitiesbydan john miller-genre:rownone,0,#949 not available,three feet from gold turn your obstacles into opportunities,english,not available,949.0,949.0
three men in a boat,jerome k jerome,4.3,1084.0,303.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,three men in a boat,english,not available,949.0,949.0
three tales of my fathers dragon: my fathers dragon; elmer and the dragon; the dragons of blueland,ruth stiles gannett,4.8,496.0,1005.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,three tales of my fathers dragon my fathers dragon; elmer and the dragon; the dragons of blueland,english,not available,949.0,949.0
thrive,arianna huffington,4.3,792.0,683.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,thrive,english,not available,949.0,949.0
thriving with social anxiety: daily strategies for overcoming anxiety and building self-confidence,hattie c. cooper,4.4,57.0,469.0,thriving with social anxiety daily strategies for overcoming anxiety and building self-confidencebyhattie c. cooper-genre:rownone,0,#949 not available,thriving with social anxiety daily strategies for overcoming anxiety and building self-confidence,english,not available,949.0,949.0
throne of glass: a throne of glass novel,sarah j. maas,4.6,5405.0,1003.0,throne of glass a throne of glass novelbysarah j. maas-genre:rownone,0,#949 not available,throne of glass a throne of glass novel,english,not available,949.0,949.0
through the dark wood: finding meaning in the second half of life,james hollis phd,4.7,19.0,1148.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,through the dark wood finding meaning in the second half of life,english,not available,949.0,949.0
thunderhead: arc of a scythe,neal shusterman,4.8,1451.0,836.0,"rowan and citra take opposite stances on the morality of the scythedom, putting them at odds, in the chilling sequel to the printz honor book scythe from new york times best seller neal shusterman, author of the unwind dystology.",782,",#3,363 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#2 in mystery & detective fiction for teens,#3 in thrillers & suspense for teens,#4 in art for teens",thunderhead arc of a scythe,english,"audible audiobooks & originals,mystery & detective fiction for teens,thrillers & suspense for teens,art for teens","[363, 2, 3, 4]",2.0
thursdays at eight,debbie macomber,4.7,411.0,703.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,thursdays at eight,english,not available,949.0,949.0
thus spake zarathustra,friedrich nietzsche,3.2,11.0,938.0,thus spake zarathustrabyfriedrich nietzsche-genre:rownone,0,#949 not available,thus spake zarathustra,english,not available,949.0,949.0
thus spoke zarathustra: a book for all and none,friedrich nietzsche,4.4,574.0,679.0,thus spoke zarathustra a book for all and nonebyfriedrich nietzsche-genre:rownone,0,#949 not available,thus spoke zarathustra a book for all and none,english,not available,949.0,949.0
tiddler,julia donaldson,4.8,1624.0,190.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,tiddler,english,not available,949.0,949.0
tief im herzen: quinn-saga 1,nora roberts,4.7,18.0,334.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,tief im herzen quinn-saga 1,english,not available,949.0,949.0
tigana,guy gavriel kay,4.3,229.0,1407.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,tigana,english,not available,949.0,949.0
tigers for dinner: tall tales by jim corbetts khansama,ruskin bond,4.0,61.0,233.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,tigers for dinner tall tales by jim corbetts khansama,english,not available,949.0,949.0
tim cook: the genius who took apple to the next level,leander kahney,4.2,137.0,820.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,tim cook the genius who took apple to the next level,english,not available,949.0,949.0
time and eternity: exploring gods relationship to time,william lane craig,4.6,40.0,586.0,this remarkable work offers an analytical exploration of the nature of divine eternity and gods relationship to time.,0,#949 not available,time and eternity exploring gods relationship to time,english,not available,949.0,949.0
time management (hindi edition),sudhir dixit,4.4,1625.0,233.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,time management,hindi,not available,949.0,949.0
time management: the brian tracy success library,brian tracy,4.6,160.0,351.0,"more than any other practice in your career, your ability to manage time will determine your success or failure. its a simple equation. the better you use your time, the more you will accomplish, and the greater your rewards will be.",124,",#3,217 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#30 in time management & productivity,#61 in forecasting & strategic planning,#96 in business careers",time management the brian tracy success library,english,"audible audiobooks & originals,time management & productivity,forecasting & strategic planning,business careers","[217, 30, 61, 96]",30.0
time stops at shamli,ruskin bond,4.5,102.0,703.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,time stops at shamli,english,not available,949.0,949.0
"timeless beauty: over 100 tips, secrets, and shortcuts to looking great",christie brinkley,4.2,242.0,500.0,"in her first book in more than 30 years, supermodel christie brinkley shares the secrets shes learned on what to eat, how to apply makeup like a pro, and what to wear to look like a knockout. she has the face and body of a 30-year-old, and she just turned 60!",0,#949 not available,"timeless beauty over 100 tips, secrets, and shortcuts to looking great",english,not available,949.0,949.0
tinker tailor soldier spy,john le carré,4.4,1042.0,1195.0,"mr george smiley is small, podgy, and at best, middle-aged. he is disillusioned, wrestles with idleness, and has been deserted by his beautiful wife. he is also compassionate, ruthless, and a senior british intelligence officer in short-lived retirement from the circus, the british secret service organisation situated in london. but moscow centre has infiltrated a mole into the circus, and its more than likely the perpetrator is karla, smileys old adversary and his opposite number in moscow. and when, at the dead of night, a member of the cabinet offers smiley the job to clean the stable, do whatever is necessary, it becomes a long and bitter battle of wits between smiley, the master of deceit, and the enigmatic karla.",768,",#1,394 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#4 in espionage thrillers,#14 in contemporary fiction (audible audiobooks & originals),#22 in crime thrillers",tinker tailor soldier spy,english,"audible audiobooks & originals,espionage thrillers,contemporary fiction,crime thrillers","[394, 4, 14, 22]",4.0
tiny beautiful things: advice on love and life from dear sugar,cheryl strayed,4.7,1840.0,569.0,"life can be hard: your lover cheats on you; you lose a family member; you cant pay the bills. and it can be great: youve had the hottest sex of your life; you get that plum job; you muster the courage to write your novel. sugar - the once-anonymous online columnist at the rumpus, now revealed as cheryl strayed, author of the best-selling memoir wild - is the person thousands turn to for advice. tiny beautiful things gathers the best of dear sugar in one place and includes never-before-published columns and a new introduction by steve almond. rich with humor, insight, compassion - and absolute honesty - this book is a balm for everything life throws our way.",581,",#2,040 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#63 in relationships,#430 in personal development,#896 in family & relationships",tiny beautiful things advice on love and life from dear sugar,english,"audible audiobooks & originals,relationships,personal development,family & relationships","[40, 63, 430, 896]",40.0
tiny habits: the small changes that change everything,bj fogg,4.6,925.0,888.0,brought to you by penguin.,682,",#206 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#49 in personal success,#397 in sciences, technology & medicine (books),#648 in personal development & self-help",tiny habits the small changes that change everything,english,"audible audiobooks & originals,personal success,sciences,personal development & self-help","[206, 49, 397, 648]",49.0
tit for tat,shanaya taneja,3.8,7.0,233.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,tit for tat,english,not available,949.0,949.0
"titans addiction: wall street titan, book 2",anna zaires,4.5,180.0,668.0,"titans addiction wall street titan, book 2byanna zaires-genre:rownone",0,#949 not available,"titans addiction wall street titan, book 2",english,not available,949.0,949.0
titan: inside indias most successful consumer brand,vinay kamath,4.4,42.0,668.0,"when titan company limited launched its quartz watches some 30 years ago, the founders - a merry bunch of tata employees who started out simply wanting to do something different - could not have foreseen just how completely they would capture the imagination of indian consumers in the post-liberalization era of the 1990s. the brand they created - at first against tremendous odds and restrictive norms - injected freshness into the market and in retail spaces through its cutting-edge marketing strategy and empathetic advertising. not only did the new watchmakers on the block transform watches from being utilitarian objects to fashion statements, but it also systematically ventured into areas untapped by corporate entities with its brands titan, tanishq, titan eyeplus, skinn and taneira and established itself as a winner across multiple verticals.",420,",#2,834 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#487 in business & careers,#728 in industries,#4,514 in analysis & strategy",titan inside indias most successful consumer brand,english,"audible audiobooks & originals,business & careers,industries,analysis & strategy","[834, 487, 728, 514]",487.0
"titan: the life of john d. rockefeller, sr.",ron chernow,4.6,626.0,1338.0,"john d. rockefeller, sr., historys first billionaire and the patriarch of americas most famous dynasty, is an icon whose true nature has eluded three generations of historians. now ron chernow, a national book award-winning biographer, gives us a detailed and insightful history of the mogul. titan is the first full-length biography based on unrestricted access to rockefellers exceptionally rich trove of papers. a landmark publication full of startling revelations, the book indelibly alters our image of this most enigmatic capitalist.",2103,",#2,283 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#12 in economic history (audible audiobooks & originals),#17 in history of the americas,#20 in historical biographies","titan the life of john d. rockefeller, sr.",english,"audible audiobooks & originals,economic history,history of the americas,historical biographies","[283, 12, 17, 20]",12.0
to all the boys ive loved before,jenny han,4.6,2522.0,820.0,to all the boys ive loved before is now a major motion picture streaming on netflix!,524,",#2,046 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in movie, tv & video game tie-ins for teens,#1 in fiction on dating & sex for teens,#4 in fiction on girls for children",to all the boys ive loved before,english,"audible audiobooks & originals,movie,fiction on dating & sex for teens,fiction on girls for children","[46, 1, 1, 4]",1.0
to kill a mockingbird,harper lee,4.5,20053.0,888.0,brought to you by penguin.,0,#949 not available,to kill a mockingbird,english,not available,949.0,949.0
to pixar and beyond,lawrence levy,4.7,194.0,569.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,to pixar and beyond,english,not available,949.0,949.0
to rule the waves: how the british navy changed the modern world,arthur herman,4.5,65.0,1338.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,to rule the waves how the british navy changed the modern world,english,not available,949.0,949.0
"to sell is human: the surprising truth about persuading, convincing and influencing others",daniel h. pink,4.4,1029.0,683.0,"to sell is human the surprising truth about persuading, convincing and influencing othersbydaniel h. pink-genre:rownone",0,#949 not available,"to sell is human the surprising truth about persuading, convincing and influencing others",english,not available,949.0,949.0
"to sir, with love",e. r. braithwaite,4.6,292.0,1172.0,"to sir, with lovebye. r. braithwaite-genre:rownone",0,#949 not available,"to sir, with love",english,not available,949.0,949.0
to the brink and back: indias 1991 story,jairam ramesh,4.1,79.0,668.0,"in 1991 india faced its greece moment: an unprecedented financial crisis against the backdrop of political uncertainty and crumbling investor confidence. on 21 june 1991, p. v. narasimha rao became prime minister and appointed dr manmohan singh as finance minister. in less than 35 days, the rao-singh duo ushered in momentous changes in economic policy - those that transformed the country.",516,",#3,462 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in asia politics & government,#10 in economic public policy,#19 in political science history & theory",to the brink and back indias 1991 story,english,"audible audiobooks & originals,asia politics & government,economic public policy,political science history & theory","[462, 3, 10, 19]",3.0
to the lighthouse,virginia woolf,4.2,872.0,668.0,"to the lighthouse is virginia woolfs arresting analysis of domestic family life, centering on the ramseys and their visits to the isle of skye in scotland in the early 1900s. nicole kidman (moulin rouge, eyes wide shut), who won an oscar for her portrayal of woolf in the film adaptation of michael cunninghams pulitzer prize-winning novel the hours, brings the impressionistic prose of this classic to vibrant life.",397,",#3,368 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#171 in classic literature,#196 in literary fiction,#1,317 in literary theory, history & criticism",to the lighthouse,english,"audible audiobooks & originals,classic literature,literary fiction,literary theory","[368, 171, 196, 317]",171.0
to-do list formula: a stress-free guide to creating to-do lists that work!,damon zahariades,4.4,489.0,233.0,finally! discover how to create to-do lists that work!,155,",#924 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#14 in stress management,#16 in time management & productivity,#1,466 in analysis & strategy",to-do list formula a stress-free guide to creating to-do lists that work!,english,"audible audiobooks & originals,stress management,time management & productivity,analysis & strategy","[924, 14, 16, 466]",14.0
today matters: 12 daily practices to guarantee tomorrows success,john c. maxwell,4.7,350.0,469.0,today matters 12 daily practices to guarantee tomorrows successbyjohn c. maxwell-genre:rownone,0,#949 not available,today matters 12 daily practices to guarantee tomorrows success,english,not available,949.0,949.0
tom clancys power and empire,marc cameron,4.3,1100.0,820.0,"penguin presents the audiobook edition of tom clancys power and empire by marc cameron, read by scott brick.",952,",#4,112 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in military thrillers,#9 in mystery action fiction,#14 in technothrillers",tom clancys power and empire,english,"audible audiobooks & originals,military thrillers,mystery action fiction,technothrillers","[112, 7, 9, 14]",7.0
"tom gates is absolutely fantastic (at some things): tom gates, book 5",liz pichon,4.8,610.0,531.0,"tom gates is absolutely fantastic (at some things) tom gates, book 5byliz pichon-genre:rownone",0,#949 not available,"tom gates is absolutely fantastic (at some things) tom gates, book 5",english,not available,949.0,949.0
"too good to leave, too bad to stay: decide whether to stay in or get out of your relationship",mira kirshenbaum,4.4,804.0,1005.0,"too good to leave, too bad to stay decide whether to stay in or get out of your relationshipbymira kirshenbaum-genre:rownone",0,#949 not available,"too good to leave, too bad to stay decide whether to stay in or get out of your relationship",english,not available,949.0,949.0
"tools of titans: the tactics, routines, and habits of billionaires, icons, and world-class performers",tim ferriss,4.4,3692.0,1506.0,"the latest groundbreaking tome from tim ferriss, the number-one new york times best-selling author of the 4-hour workweek.",1361,",#102 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in developmental psychology (audible audiobooks & originals),#8 in business motivation & self-improvement,#26 in personal success","tools of titans the tactics, routines, and habits of billionaires, icons, and world-class performers",english,"audible audiobooks & originals,developmental psychology,business motivation & self-improvement,personal success","[102, 1, 8, 26]",1.0
"top of the class (nearly): tom gates, book 9",liz pichon,4.7,617.0,531.0,tips for being top of the class (sadly...i did none of these things).,0,#949 not available,"top of the class (nearly) tom gates, book 9",english,not available,949.0,949.0
total law of attraction: unleash your secret creative power to get what you want!,dr. david che,4.6,341.0,350.0,total law of attraction unleash your secret creative power to get what you want!bydr. david che-genre:rownone,0,#949 not available,total law of attraction unleash your secret creative power to get what you want!,english,not available,949.0,949.0
toward a psychology of being,abraham h. maslow,4.4,100.0,469.0,toward a psychology of beingbyabraham h. maslow-genre:rownone,0,#949 not available,toward a psychology of being,english,not available,949.0,949.0
tower of dawn: a throne of glass novel,sarah j. maas,4.8,2937.0,1170.0,"in the next installment of the new york times best-selling throne of glass series, follow chaol on his sweeping journey to a distant empire.",0,#949 not available,tower of dawn a throne of glass novel,english,not available,949.0,949.0
toxic in-laws: loving strategies for protecting your marriage,susan forward phd,4.5,198.0,586.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,toxic in-laws loving strategies for protecting your marriage,english,not available,949.0,949.0
tractatus logico-philosophicus,ludwig wittgenstein,4.3,92.0,703.0,tractatus logico-philosophicusbyludwig wittgenstein-genre:rownone,0,#949 not available,tractatus logico-philosophicus,english,not available,949.0,949.0
traction: get a grip on your business,gino wickman,4.7,1433.0,668.0,"do you have a grip on your business, or does your business have a grip on you?",416,",#3,741 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#40 in organisational behaviour,#87 in entrepreneurship (audible audiobooks & originals),#165 in leadership",traction get a grip on your business,english,"audible audiobooks & originals,organisational behaviour,entrepreneurship,leadership","[741, 40, 87, 165]",40.0
trade wars are class wars: how rising inequality distorts the global economy and threatens international peace,matthew c. klein,4.5,57.0,586.0,a provocative look at how todays trade conflicts are caused by governments promoting the interests of elites at the expense of workers.,512,",#3,291 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in international trades & tariffs,#6 in social classes & economic disparity,#8 in economic public policy",trade wars are class wars how rising inequality distorts the global economy and threatens international peace,english,"audible audiobooks & originals,international trades & tariffs,social classes & economic disparity,economic public policy","[291, 1, 6, 8]",1.0
trading beyond the matrix: the red pill for traders and investors,van tharp,3.9,113.0,836.0,how to transform your trading results by transforming yourself,715,",#1,513 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#59 in personal finance,#3,325 in personal development & self-help",trading beyond the matrix the red pill for traders and investors,english,"audible audiobooks & originals,personal finance,personal development & self-help","[513, 59, 325]",59.0
"trading for a living: psychology, trading tactics, money management",alexander elder,4.4,198.0,445.0,trading for a living will help you master:,178,",#210 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#15 in investing & trading,#386 in analysis & strategy,#2,469 in textbooks & study guides","trading for a living psychology, trading tactics, money management",english,"audible audiobooks & originals,investing & trading,analysis & strategy,textbooks & study guides","[210, 15, 386, 469]",15.0
"trading in the zone: master the market with confidence, discipline, and a winning attitude",mark douglas,4.7,1048.0,879.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,"trading in the zone master the market with confidence, discipline, and a winning attitude",english,not available,949.0,949.0
traffic secrets: the underground playbook for filling your websites and funnels with your dream customers,russell brunson,4.7,320.0,750.0,master the evergreen traffic strategies to fill your website and funnels with your dream customers in this timeless work from the $100 million entrepreneur and cofounder of the software company clickfunnels.,418,",#605 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in e-commerce,#9 in small businesses,#19 in marketing (audible audiobooks & originals)",traffic secrets the underground playbook for filling your websites and funnels with your dream customers,english,"audible audiobooks & originals,e-commerce,small businesses,marketing","[605, 7, 9, 19]",7.0
train to pakistan,khushwant singh,4.4,1369.0,754.0,"mano majra is a place, khushwant singh tells us at the beginning of this classic novel, where sikhs and muslims have lived together in peace for hundreds of years. then one day, at the end of the summer, the ghost train arrives, a silent, incredible funeral train loaded with the bodies of thousands of refuges, bringing the village its first taste of the horrors of the civil war. train to pakistan is the story of this isolated village that is plunged into the abyss of religious hate. it is also the story of a sikh boy and a muslim girl whose love endures and transcends the ravages of war.",386,",#295 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#6 in historical fiction (audible audiobooks & originals),#10 in world literature (audible audiobooks & originals),#133 in historical fiction (books)",train to pakistan,english,"audible audiobooks & originals,historical fiction,world literature,historical fiction","[295, 6, 10, 133]",6.0
training for the new alpinism: a manual for the climber as athlete,steve house,4.8,297.0,820.0,training for the new alpinism a manual for the climber as athletebysteve house-genre:rownone,0,#949 not available,training for the new alpinism a manual for the climber as athlete,english,not available,949.0,949.0
training the mind: & cultivating loving-kindness,chögyam trungpa,4.7,103.0,100.0,warning: using this book could be hazardous to your ego! the slogans it contains are designed to awaken the heart and cultivate love and kindness toward others. they are revolutionary in that practicing them fosters abandonment of personal territory in relating to others and in understanding the world as it is.,0,#949 not available,training the mind & cultivating loving-kindness,english,not available,949.0,949.0
transcend: the new science of self-actualization,scott barry kaufman,4.7,75.0,1005.0,"a bold reimagining of maslows famous hierarchy of needs - and new insights for realizing your full potential and living your most creative, fulfilled, and connected life.",614,",#2,797 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in humanistic psychology,#392 in personal success,#5,795 in personal development & self-help",transcend the new science of self-actualization,english,"audible audiobooks & originals,humanistic psychology,personal success,personal development & self-help","[797, 1, 392, 795]",1.0
"transcendence: the beginning after the end, book 6",turtleme,4.7,306.0,1340.0,"i often caught myself pushing away the old memories of my past life. more and more, my past selfs hold on me lessened, allowing me to become the person i wanted to be in this world. but at this moment, i found myself wishing to turn back to the old me - to the cold, rational me that had suppressed his emotions in exchange for having no vulnerability that could be used against him.",911,",#4,802 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#14 in paranormal fantasy,#17 in action & adventure fantasy,#29 in fairy tale fantasy","transcendence the beginning after the end, book 6",english,"audible audiobooks & originals,paranormal fantasy,action & adventure fantasy,fairy tale fantasy","[802, 14, 17, 29]",14.0
transcendent kingdom,yaa gyasi,4.3,43.0,888.0,brought to you by penguin.,521,",#1,191 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#1 in southern united states literature,#3 in african american literature,#13 in family life fiction",transcendent kingdom,english,"audible audiobooks & originals,southern united states literature,african american literature,family life fiction","[191, 1, 3, 13]",1.0
transcending the levels of consciousness: the stairway to enlightenment,david r. hawkins md phd,4.7,317.0,469.0,the now widely known map of calibrated levels of consciousness was presented in power vs. force in 1995 and has been translated into all the worlds major languages.,707,",#2,374 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#24 in new thought spirituality,#345 in personal success,#2,549 in mind, body & spirit",transcending the levels of consciousness the stairway to enlightenment,english,"audible audiobooks & originals,new thought spirituality,personal success,mind","[374, 24, 345, 549]",24.0
